Temperature,Sound,Heartbeat,X1,Y1,Z1,X2,Y2,Z2,Classification,Feedback
9955,35,-1,48,948,-16604,-1764,-1,-1,-1,100,Angry
9954,-1,-1,48,-1,-1,-1,-1,-1,-1,100,Angry
9953,35,-1,48,788,-16552,-1812,-1,-1,-1,100,Angry
9952,35,-1,48,948,-16604,-1764,-1,-1,-1,100,Angry
9951,35,-1,48,780,-16588,-1792,-1,-1,-1,100,Happy
9950,35,-1,48,772,-16576,-2004,-1,-1,-1,100,Happy
995,-1,1,48,-1,-1,-1,1368,-7068,-15824,150,Angry
9949,-1,-1,48,-1,-1,-1,-1,-1,-1,100,Happy
9948,35,-1,48,780,-16588,-1792,-1,-1,-1,100,Happy
9947,35,-1,48,940,-16632,-2040,-1,-1,-1,100,Happy
9946,-1,-1,48,-1,-1,-1,-1,-1,-1,100,Happy
9945,-1,-1,48,-1,-1,-1,-1,-1,-1,100,Happy
9944,35,-1,48,940,-16632,-2040,-1,-1,-1,100,Happy
9943,34,-1,48,744,-16752,-1912,-1,-1,-1,100,Happy
9942,-1,-1,48,-1,-1,-1,-1,-1,-1,100,Happy
9941,-1,-1,48,-1,-1,-1,-1,-1,-1,100,Happy
9940,34,-1,48,744,-16752,-1912,-1,-1,-1,100,Happy
994,35,-1,48,864,-16576,-1860,-1,-1,-1,150,Angry
9939,34,1,48,856,-16648,-1916,-1,-1,-1,100,Happy
9938,-1,-1,48,-1,-1,-1,1208,-7420,-15600,100,Happy
9937,-1,1,48,-1,-1,-1,1208,-7420,-15600,100,Happy
9936,34,1,48,856,-16648,-1916,1152,-7460,-15544,100,Happy
9935,-1,-1,48,-1,-1,-1,1152,-7460,-15544,100,Happy
9934,-1,1,48,-1,-1,-1,-1,-1,-1,100,Happy
9933,34,1,48,920,-16588,-1988,-1,-1,-1,100,Happy
9932,-1,-1,48,-1,-1,-1,1152,-7344,-15668,100,Happy
9931,-1,-1,48,-1,-1,-1,1152,-7344,-15668,100,Happy
9930,34,1,48,920,-16588,-1988,-1,-1,-1,100,Happy
993,35,1,48,856,-16684,-1752,1304,-7160,-15864,150,Angry
9929,34,1,48,724,-16568,-1780,-1,-1,-1,100,Happy
9928,-1,-1,48,-1,-1,-1,1140,-7436,-15512,100,Happy
9927,-1,-1,48,-1,-1,-1,1140,-7436,-15512,100,Happy
9926,34,1,48,724,-16568,-1780,-1,-1,-1,100,Happy
9925,34,1,48,840,-16544,-1984,-1,-1,-1,100,Happy
9924,-1,-1,48,-1,-1,-1,1132,-7500,-15588,100,Happy
9923,34,1,48,832,-16512,-1764,1132,-7500,-15588,100,Happy
9922,34,1,48,840,-16544,-1984,1124,-7536,-15560,100,Happy
9921,36,1,48,872,-16644,-1796,1312,-7368,-15624,250,Sad
9920,36,1,48,796,-16484,-1916,1256,-7240,-15744,250,Sad
992,-1,-1,48,-1,-1,-1,-1,-1,-1,150,Angry
9919,36,1,48,944,-16564,-1884,1256,-7240,-15744,250,Sad
9918,36,1,48,872,-16644,-1796,1212,-7404,-15612,250,Sad
9917,36,1,48,828,-16612,-1912,1212,-7404,-15612,250,Sad
9916,36,1,48,944,-16564,-1884,1256,-7284,-15736,250,Sad
9915,-1,-1,48,-1,-1,-1,1256,-7284,-15736,250,Sad
9914,36,1,48,828,-16612,-1912,-1,-1,-1,250,Sad
9913,36,1,48,908,-16676,-1952,-1,-1,-1,250,Sad
9912,-1,-1,48,-1,-1,-1,1188,-7356,-15620,250,Sad
9911,-1,-1,48,-1,-1,-1,1188,-7356,-15620,250,Sad
9910,36,1,48,908,-16676,-1952,-1,-1,-1,250,Sad
991,35,1,48,892,-16656,-1792,1284,-7112,-15796,150,Angry
9909,36,1,48,824,-16580,-1932,-1,-1,-1,250,Sad
9908,-1,-1,48,-1,-1,-1,1296,-7392,-15640,250,Sad
9907,-1,1,48,-1,-1,-1,1296,-7392,-15640,250,Sad
9906,36,1,48,824,-16580,-1932,1148,-7460,-15436,250,Sad
9905,36,-1,48,856,-16668,-1852,1148,-7460,-15436,250,Sad
9904,-1,1,48,-1,-1,-1,-1,-1,-1,250,Sad
9903,-1,1,48,-1,-1,-1,-1,-1,-1,250,Sad
9902,36,-1,48,856,-16668,-1852,1204,-7380,-15540,250,Sad
9901,36,1,48,900,-16564,-1904,1204,-7380,-15540,250,Sad
9900,-1,1,48,-1,-1,-1,1236,-7416,-15576,250,Sad
990,-1,1,48,-1,-1,-1,1212,-7156,-15812,150,Angry
99,35,1,56,-752,-16472,-2296,1216,-7328,-15776,100,Happy
9899,-1,1,48,-1,-1,-1,1236,-7416,-15576,250,Sad
9898,36,1,48,900,-16564,-1904,1188,-7360,-15640,250,Sad
9897,36,1,48,840,-16564,-1864,1188,-7360,-15640,250,Sad
9896,-1,1,48,-1,-1,-1,1244,-7380,-15612,250,Sad
9895,-1,-1,48,-1,-1,-1,1244,-7380,-15612,250,Sad
9894,36,1,48,840,-16564,-1864,-1,-1,-1,250,Sad
9893,36,1,48,956,-16692,-1960,-1,-1,-1,250,Sad
9892,-1,-1,48,-1,-1,-1,1236,-7388,-15572,250,Sad
9891,36,1,48,740,-16484,-1968,1236,-7388,-15572,250,Sad
9890,36,1,48,956,-16692,-1960,1280,-7416,-15596,250,Sad
989,35,1,48,856,-16664,-1768,1160,-7108,-15832,150,Angry
9889,-1,1,48,-1,-1,-1,1280,-7416,-15596,250,Sad
9888,36,1,48,740,-16484,-1968,1228,-7388,-15556,250,Sad
9887,36,-1,48,816,-16544,-2020,1220,-7424,-15764,250,Fear
9886,36,1,48,884,-16636,-1848,-1,-1,-1,250,Fear
9885,36,1,48,736,-16624,-1920,-1,-1,-1,250,Fear
9884,36,-1,48,816,-16544,-2020,1252,-7480,-15512,200,Fear
9883,36,-1,48,868,-16604,-1904,1252,-7480,-15512,200,Fear
9882,36,1,48,736,-16624,-1920,-1,-1,-1,200,Fear
9881,36,1,48,844,-16568,-1884,-1,-1,-1,200,Fear
9880,36,-1,48,868,-16604,-1904,1164,-7400,-15708,200,Fear
988,36,-1,48,872,-16540,-1768,-1,-1,-1,150,Angry
9879,36,1,48,812,-16648,-2036,1164,-7400,-15708,200,Fear
9878,36,1,48,844,-16568,-1884,1244,-7352,-15724,200,Fear
9877,36,1,48,852,-16580,-1820,1244,-7352,-15724,200,Fear
9876,36,1,48,812,-16648,-2036,1220,-7348,-15624,200,Fear
9875,35,1,48,876,-16596,-1980,1220,-7348,-15624,200,Fear
9874,36,1,48,852,-16580,-1820,1176,-7360,-15720,200,Fear
9873,35,1,64,904,-16612,-1912,1176,-7360,-15720,200,Fear
9872,35,1,48,876,-16596,-1980,1188,-7356,-15664,200,Fear
9871,36,-1,64,928,-16664,-1884,1188,-7356,-15664,200,Fear
9870,35,1,64,904,-16612,-1912,-1,-1,-1,200,Fear
987,35,1,48,776,-16624,-1848,1308,-7060,-15720,150,Angry
9869,-1,1,64,-1,-1,-1,-1,-1,-1,200,Fear
9868,36,-1,64,928,-16664,-1884,1264,-7420,-15700,200,Fear
9867,36,-1,64,940,-16532,-1888,1264,-7420,-15700,200,Fear
9866,-1,1,64,-1,-1,-1,-1,-1,-1,200,Fear
9865,36,1,64,904,-16596,-1952,-1,-1,-1,200,Fear
9864,36,-1,64,940,-16532,-1888,1208,-7480,-15660,200,Fear
9863,-1,-1,64,-1,-1,-1,1208,-7480,-15660,200,Fear
9862,36,1,64,904,-16596,-1952,-1,-1,-1,200,Fear
9861,36,1,64,916,-16528,-1924,-1,-1,-1,200,Fear
9860,-1,-1,64,-1,-1,-1,1332,-7440,-15708,200,Fear
986,-1,1,48,-1,-1,-1,1056,-6988,-15660,150,Angry
9859,-1,-1,64,-1,-1,-1,1332,-7440,-15708,200,Fear
9858,36,1,64,916,-16528,-1924,-1,-1,-1,200,Fear
9857,-1,1,64,-1,-1,-1,-1,-1,-1,200,Fear
9856,-1,-1,64,-1,-1,-1,1208,-7372,-15628,200,Fear
9855,36,-1,64,768,-16688,-1996,1208,-7372,-15628,200,Fear
9854,-1,1,64,-1,-1,-1,-1,-1,-1,200,Fear
9853,-1,1,64,-1,-1,-1,-1,-1,-1,200,Fear
9852,36,-1,64,768,-16688,-1996,1284,-7424,-15568,200,Fear
9851,36,1,64,844,-16568,-1836,1284,-7424,-15568,200,Fear
9850,-1,1,64,-1,-1,-1,1304,-7420,-15676,200,Fear
985,35,1,64,780,-16660,-1812,1228,-7172,-15744,150,Angry
9849,-1,1,64,-1,-1,-1,1304,-7420,-15676,200,Fear
9848,36,1,64,844,-16568,-1836,1200,-7440,-15456,200,Fear
9847,-1,1,64,-1,-1,-1,-1,-1,-1,200,Angry
9846,35,-1,64,760,-16524,-1672,1300,-7456,-15760,150,Angry
9845,35,-1,64,868,-16628,-1876,1300,-7456,-15760,150,Angry
9844,-1,1,64,-1,-1,-1,-1,-1,-1,150,Angry
9843,35,-1,56,856,-16568,-1944,-1,-1,-1,150,Angry
9842,35,-1,64,868,-16628,-1876,-1,-1,-1,150,Angry
9841,35,1,56,868,-16652,-1968,-1,-1,-1,150,Angry
9840,35,-1,56,856,-16568,-1944,1260,-7460,-15832,150,Angry
984,36,1,64,772,-16656,-1824,1164,-7040,-15760,150,Angry
9839,35,1,56,896,-16668,-2036,1260,-7460,-15832,150,Angry
9838,35,1,56,868,-16652,-1968,1192,-7376,-15620,150,Angry
9837,35,1,56,764,-16596,-1920,1192,-7376,-15620,150,Angry
9836,35,1,56,896,-16668,-2036,1228,-7352,-15548,150,Angry
9835,35,1,56,836,-16588,-1956,1228,-7352,-15548,150,Angry
9834,35,1,56,764,-16596,-1920,1180,-7440,-15528,150,Angry
9833,35,1,56,792,-16448,-1884,1180,-7440,-15528,150,Angry
9832,35,1,56,836,-16588,-1956,1168,-7332,-15600,150,Angry
9831,-1,-1,68,-1,-1,-1,1168,-7332,-15600,150,Angry
9830,35,1,56,792,-16448,-1884,-1,-1,-1,150,Angry
983,36,1,64,868,-16624,-1864,1196,-7148,-15880,150,Angry
9829,35,1,68,776,-16640,-1964,-1,-1,-1,150,Angry
9828,-1,-1,68,-1,-1,-1,1148,-7332,-15740,150,Angry
9827,-1,-1,68,-1,-1,-1,1148,-7332,-15740,150,Angry
9826,35,1,68,776,-16640,-1964,-1,-1,-1,150,Angry
9825,35,1,68,800,-16748,-1936,-1,-1,-1,150,Angry
9824,-1,-1,68,-1,-1,-1,1256,-7372,-15776,150,Angry
9823,-1,1,68,-1,-1,-1,1256,-7372,-15776,150,Angry
9822,35,1,68,800,-16748,-1936,1328,-7388,-15428,150,Angry
9821,35,-1,68,912,-16636,-1892,1328,-7388,-15428,150,Angry
9820,-1,1,68,-1,-1,-1,-1,-1,-1,150,Angry
982,35,1,64,840,-16644,-1824,1224,-7124,-15784,150,Angry
9819,-1,1,68,-1,-1,-1,-1,-1,-1,150,Angry
9818,35,-1,68,912,-16636,-1892,1164,-7400,-15576,150,Angry
9817,35,-1,68,868,-16596,-1800,1164,-7400,-15576,150,Angry
9816,-1,1,68,-1,-1,-1,-1,-1,-1,150,Angry
9815,-1,1,68,-1,-1,-1,-1,-1,-1,150,Angry
9814,35,-1,68,868,-16596,-1800,1128,-7460,-15688,150,Angry
9813,35,-1,68,876,-16728,-1948,1128,-7460,-15688,150,Angry
9812,-1,1,68,-1,-1,-1,-1,-1,-1,150,Angry
9811,-1,1,68,-1,-1,-1,-1,-1,-1,150,Angry
9810,35,-1,68,876,-16728,-1948,1276,-7396,-15676,150,Angry
981,-1,1,64,-1,-1,-1,1196,-7148,-15672,150,Angry
9809,35,1,68,788,-16656,-1956,1276,-7396,-15676,150,Angry
9808,-1,1,68,-1,-1,-1,1264,-7428,-15620,150,Angry
9807,35,1,68,832,-16712,-1928,1264,-7428,-15620,150,Angry
9806,35,1,68,788,-16656,-1956,-1,-1,-1,100,Angry
9805,35,-1,68,776,-16636,-1916,-1,-1,-1,100,Angry
9804,35,1,68,832,-16712,-1928,1172,-7316,-15576,100,Angry
9803,35,-1,68,772,-16584,-1840,1276,-7372,-15568,100,Happy
9802,35,1,68,876,-16552,-2028,-1,-1,-1,100,Happy
9801,-1,1,68,-1,-1,-1,-1,-1,-1,100,Happy
9800,35,-1,68,772,-16584,-1840,1252,-7472,-15436,100,Happy
980,35,1,64,720,-16628,-1732,1176,-7096,-15824,150,Angry
98,35,1,56,-732,-16564,-2268,1320,-7376,-15556,100,Happy
9799,35,1,68,792,-16644,-1888,1252,-7472,-15436,100,Happy
9798,-1,1,68,-1,-1,-1,1268,-7340,-15620,100,Happy
9797,35,1,68,856,-16636,-1880,1268,-7340,-15620,100,Happy
9796,35,1,68,792,-16644,-1888,1172,-7472,-15672,100,Happy
9795,35,1,68,920,-16716,-1888,1172,-7472,-15672,100,Happy
9794,35,1,68,856,-16636,-1880,1264,-7288,-15652,100,Happy
9793,35,1,68,788,-16592,-1888,1264,-7288,-15652,100,Happy
9792,35,1,68,920,-16716,-1888,1288,-7368,-15768,100,Happy
9791,35,1,68,824,-16704,-1972,1288,-7368,-15768,100,Happy
9790,35,1,68,788,-16592,-1888,1196,-7380,-15624,100,Happy
979,35,1,64,736,-16712,-1852,1296,-7128,-15800,100,Happy
9789,35,-1,68,792,-16688,-1864,1196,-7380,-15624,100,Happy
9788,35,1,68,824,-16704,-1972,-1,-1,-1,100,Happy
9787,-1,1,68,-1,-1,-1,-1,-1,-1,100,Happy
9786,35,-1,68,792,-16688,-1864,1164,-7316,-15488,100,Happy
9785,35,-1,68,868,-16608,-2100,1164,-7316,-15488,100,Happy
9784,-1,1,68,-1,-1,-1,-1,-1,-1,100,Happy
9783,-1,1,68,-1,-1,-1,-1,-1,-1,100,Happy
9782,35,-1,68,868,-16608,-2100,1288,-7492,-15612,100,Happy
9781,35,-1,68,888,-16668,-1936,1288,-7492,-15612,100,Happy
9780,-1,1,68,-1,-1,-1,-1,-1,-1,100,Happy
978,-1,-1,64,-1,-1,-1,-1,-1,-1,100,Happy
9779,35,1,68,764,-16656,-1916,-1,-1,-1,100,Happy
9778,35,-1,68,888,-16668,-1936,1156,-7324,-15684,100,Happy
9777,35,1,68,804,-16516,-2016,1156,-7324,-15684,100,Happy
9776,35,1,68,764,-16656,-1916,1284,-7332,-15508,100,Happy
9775,-1,-1,68,-1,-1,-1,1284,-7332,-15508,100,Happy
9774,35,1,68,804,-16516,-2016,-1,-1,-1,100,Happy
9773,35,1,68,892,-16588,-1772,-1,-1,-1,100,Happy
9772,-1,-1,68,-1,-1,-1,1252,-7300,-15648,100,Happy
9771,35,1,68,792,-16528,-1968,1252,-7300,-15648,100,Happy
9770,35,1,68,892,-16588,-1772,1236,-7344,-15672,100,Happy
977,35,1,64,860,-16656,-1772,1204,-7104,-15856,100,Happy
9769,-1,-1,52,-1,-1,-1,1156,-7464,-15604,250,Sad
9768,36,1,52,-496,-16524,-2268,-1,-1,-1,250,Sad
9767,36,1,52,-500,-16884,-2240,-1,-1,-1,250,Sad
9766,-1,-1,52,-1,-1,-1,1168,-7360,-15568,250,Sad
9765,-1,-1,52,-1,-1,-1,1168,-7360,-15568,250,Sad
9764,36,1,52,-500,-16884,-2240,-1,-1,-1,250,Sad
9763,-1,1,52,-1,-1,-1,-1,-1,-1,250,Sad
9762,-1,-1,52,-1,-1,-1,1192,-7416,-15668,250,Sad
9761,35,-1,52,-404,-16512,-2284,1192,-7416,-15668,250,Sad
9760,-1,1,52,-1,-1,-1,-1,-1,-1,250,Sad
976,-1,-1,64,-1,-1,-1,-1,-1,-1,100,Happy
9759,-1,1,52,-1,-1,-1,-1,-1,-1,250,Sad
9758,35,-1,52,-404,-16512,-2284,1316,-7276,-15592,250,Sad
9757,36,-1,52,-504,-16628,-2260,1316,-7276,-15592,250,Sad
9756,-1,1,52,-1,-1,-1,-1,-1,-1,250,Sad
9755,36,-1,52,-396,-16588,-2224,-1,-1,-1,250,Sad
9754,36,-1,52,-504,-16628,-2260,-1,-1,-1,250,Sad
9753,-1,1,52,-1,-1,-1,-1,-1,-1,250,Sad
9752,36,-1,52,-396,-16588,-2224,1252,-7440,-15636,250,Sad
9751,36,-1,52,-488,-16524,-2416,1252,-7440,-15636,250,Sad
9750,-1,1,52,-1,-1,-1,-1,-1,-1,250,Sad
975,35,1,64,936,-16520,-1668,1296,-7100,-15620,100,Happy
9749,36,1,52,-392,-16624,-2216,-1,-1,-1,250,Sad
9748,36,-1,52,-488,-16524,-2416,1260,-7404,-15608,250,Sad
9747,36,1,52,-452,-16568,-2156,1260,-7404,-15608,250,Sad
9746,36,1,52,-392,-16624,-2216,1236,-7464,-15772,250,Sad
9745,36,1,52,-512,-16576,-2400,1236,-7464,-15772,250,Sad
9744,36,1,52,-452,-16568,-2156,1220,-7484,-15596,250,Sad
9743,36,1,52,-492,-16516,-2240,1220,-7484,-15596,250,Sad
9742,36,1,52,-512,-16576,-2400,1284,-7412,-15644,250,Sad
9741,36,1,52,-516,-16588,-2396,1284,-7412,-15644,250,Sad
9740,36,1,52,-492,-16516,-2240,1220,-7380,-15568,250,Sad
974,-1,1,64,-1,-1,-1,1256,-7108,-15752,100,Happy
9739,36,1,52,-408,-16576,-2268,1220,-7380,-15568,250,Sad
9738,36,1,52,-516,-16588,-2396,1264,-7448,-15664,250,Sad
9737,36,1,52,-468,-16540,-2424,1264,-7448,-15664,250,Sad
9736,36,1,52,-408,-16576,-2268,1164,-7472,-15584,250,Sad
9735,36,1,52,-580,-16896,-2272,1164,-7472,-15584,250,Sad
9734,36,1,52,-468,-16540,-2424,1256,-7476,-15768,250,Sad
9733,-1,-1,52,-1,-1,-1,1256,-7476,-15768,250,Sad
9732,36,1,52,-580,-16896,-2272,-1,-1,-1,250,Sad
9731,36,1,52,-376,-16572,-2312,-1,-1,-1,250,Sad
9730,-1,-1,52,-1,-1,-1,1236,-7372,-15688,200,Sad
973,35,-1,64,676,-16736,-2520,-1,-1,-1,100,Happy
9729,36,1,52,-484,-16524,-2380,-1,-1,-1,200,Fear
9728,-1,-1,52,-1,-1,-1,1312,-7436,-15596,200,Fear
9727,-1,-1,52,-1,-1,-1,1312,-7436,-15596,200,Fear
9726,36,1,52,-484,-16524,-2380,-1,-1,-1,200,Fear
9725,35,1,52,928,-16536,-2036,-1,-1,-1,200,Fear
9724,-1,-1,52,-1,-1,-1,1184,-7400,-15612,200,Fear
9723,-1,-1,52,-1,-1,-1,1184,-7400,-15612,200,Fear
9722,35,1,52,928,-16536,-2036,-1,-1,-1,200,Fear
9721,36,1,52,740,-16688,-1988,-1,-1,-1,200,Fear
9720,-1,-1,52,-1,-1,-1,1228,-7424,-15680,200,Fear
972,-1,1,64,-1,-1,-1,1156,-7056,-15732,100,Happy
9719,-1,-1,52,-1,-1,-1,1228,-7424,-15680,200,Fear
9718,36,1,52,740,-16688,-1988,-1,-1,-1,200,Fear
9717,36,1,52,908,-16576,-1784,-1,-1,-1,200,Fear
9716,-1,-1,52,-1,-1,-1,1256,-7496,-15556,200,Fear
9715,-1,-1,52,-1,-1,-1,1256,-7496,-15556,200,Fear
9714,36,1,52,908,-16576,-1784,-1,-1,-1,200,Fear
9713,-1,-1,52,-1,-1,-1,-1,-1,-1,200,Fear
9712,-1,-1,52,-1,-1,-1,-1,-1,-1,200,Fear
9711,36,1,52,896,-16548,-2028,-1,-1,-1,200,Fear
9710,-1,-1,52,-1,-1,-1,1212,-7548,-15592,200,Fear
971,35,-1,64,1848,-16536,-1856,-1,-1,-1,100,Happy
9709,35,1,52,836,-16608,-2100,1212,-7548,-15592,200,Fear
9708,36,1,52,896,-16548,-2028,1216,-7384,-15660,200,Fear
9707,-1,-1,52,-1,-1,-1,1216,-7384,-15660,200,Fear
9706,35,1,52,836,-16608,-2100,-1,-1,-1,200,Fear
9705,35,1,52,820,-16596,-1940,-1,-1,-1,200,Fear
9704,-1,-1,52,-1,-1,-1,1180,-7384,-15596,200,Fear
9703,35,1,52,748,-16580,-1988,1180,-7384,-15596,200,Fear
9702,35,1,52,820,-16596,-1940,1184,-7380,-15612,200,Fear
9701,35,1,52,884,-16556,-2012,1184,-7380,-15612,200,Fear
9700,35,1,52,748,-16580,-1988,1192,-7468,-15528,200,Fear
970,-1,-1,64,-1,-1,-1,-1,-1,-1,100,Happy
97,35,1,56,-796,-16632,-2376,1208,-7328,-15604,100,Happy
9699,36,1,52,404,-16552,-1896,1192,-7468,-15528,200,Fear
9698,35,1,52,884,-16556,-2012,1124,-7448,-15628,200,Fear
9697,36,1,52,-1504,-16120,-1668,1124,-7448,-15628,200,Fear
9696,36,1,52,404,-16552,-1896,1240,-7456,-15624,200,Fear
9695,35,1,52,828,-16520,-1924,1240,-7456,-15624,200,Fear
9694,36,1,52,-1504,-16120,-1668,1332,-7320,-15552,200,Fear
9693,35,1,52,848,-16576,-1884,1332,-7320,-15552,200,Fear
9692,35,1,52,828,-16520,-1924,1252,-7512,-15612,150,Fear
9691,35,1,52,728,-16528,-2004,1252,-7512,-15612,150,Fear
9690,35,1,52,848,-16576,-1884,1256,-7376,-15672,150,Fear
969,35,1,64,1008,-16760,-1736,1072,-7068,-15800,100,Happy
9689,-1,1,52,-1,-1,-1,1256,-7376,-15672,150,Fear
9688,35,1,52,728,-16528,-2004,1292,-7340,-15680,150,Fear
9687,35,1,52,864,-16528,-2004,1292,-7340,-15680,150,Fear
9686,-1,1,52,-1,-1,-1,1208,-7360,-15472,150,Fear
9685,35,1,52,708,-16712,-2028,1208,-7360,-15472,150,Fear
9684,35,1,52,864,-16528,-2004,1184,-7376,-15676,150,Fear
9683,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
9682,35,-1,52,884,-16660,-2036,1196,-7456,-15688,150,Angry
9681,35,-1,52,876,-16580,-1972,1196,-7456,-15688,150,Angry
9680,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
968,35,-1,64,844,-16516,-1700,-1,-1,-1,100,Happy
9679,35,1,52,712,-16640,-2044,-1,-1,-1,150,Angry
9678,35,-1,52,876,-16580,-1972,1268,-7468,-15752,150,Angry
9677,-1,-1,52,-1,-1,-1,1268,-7468,-15752,150,Angry
9676,35,1,52,712,-16640,-2044,-1,-1,-1,150,Angry
9675,35,-1,52,852,-16560,-1924,-1,-1,-1,150,Angry
9674,-1,-1,52,-1,-1,-1,-1,-1,-1,150,Angry
9673,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
9672,35,-1,52,852,-16560,-1924,1228,-7376,-15652,150,Angry
9671,35,-1,52,736,-16584,-2084,1228,-7376,-15652,150,Angry
9670,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
967,-1,1,64,-1,-1,-1,1216,-7160,-15860,100,Happy
9669,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
9668,35,-1,52,736,-16584,-2084,1236,-7408,-15616,150,Angry
9667,35,-1,52,768,-16680,-1940,1236,-7408,-15616,150,Angry
9666,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
9665,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
9664,35,-1,52,768,-16680,-1940,1160,-7388,-15536,150,Angry
9663,35,-1,52,772,-16656,-1908,1160,-7388,-15536,150,Angry
9662,-1,1,52,-1,-1,-1,-1,-1,-1,150,Angry
9661,35,1,52,812,-16600,-1896,-1,-1,-1,150,Angry
9660,35,-1,52,772,-16656,-1908,1192,-7452,-15620,150,Angry
966,35,1,64,764,-16596,-1960,1304,-7016,-15552,100,Happy
9659,-1,-1,52,-1,-1,-1,1192,-7452,-15620,150,Angry
9658,35,1,52,812,-16600,-1896,-1,-1,-1,150,Angry
9657,35,1,52,736,-16592,-1896,-1,-1,-1,150,Angry
9656,-1,-1,52,-1,-1,-1,1128,-7356,-15756,150,Angry
9655,35,1,52,712,-16548,-1820,1128,-7356,-15756,150,Angry
9654,35,1,52,736,-16592,-1896,1248,-7404,-15592,100,Angry
9653,35,-1,52,732,-16564,-2036,1248,-7404,-15592,100,Angry
9652,35,1,52,712,-16548,-1820,-1,-1,-1,100,Angry
9651,35,1,52,648,-16600,-1768,1248,-7372,-15564,100,Happy
9650,35,1,52,444,-16548,-2012,1216,-7332,-15772,100,Happy
965,-1,1,64,-1,-1,-1,1252,-7068,-15800,100,Happy
9649,35,1,52,748,-16636,-1904,1216,-7332,-15772,100,Happy
9648,35,1,52,648,-16600,-1768,1252,-7332,-15756,100,Happy
9647,35,1,52,780,-16688,-1908,1252,-7332,-15756,100,Happy
